group,file_name,reference_text,predicted_text,WER,CER,Accuracy (%)
0011,0011_000860.txt,"Kitty, can you play chess?","Kitty, can you play chess?",0.0,0.0,100.0
0011,0011_001029.txt,And his heart wagged with joy like a lamb's tail.,and his heart wagged with joy like a lamb's tail.,0.0,0.0,100.0
0011,0011_001015.txt,It's how to say hi do you with Tom's answer.,It's how to say hi doing with Tom's answer.,0.2,0.091,80.0
0011,0011_001001.txt,I'm sure your friends can wait!,I'm sure your friends can wait.,0.167,0.032,83.33
0011,0011_001017.txt,At length they came to a sharp bend.,"At length, they came to a sharp end.",0.25,0.056,75.0
0011,0011_001003.txt,I am loath to see him go.,I'm loath to see him go.,0.286,0.08,71.43
0011,0011_000876.txt,"She just smiled calmly, mother knows that is the best smile.",She just smiled calmly. Mother knows that it's the best smile.,0.182,0.05,81.82
0011,0011_000862.txt,I lent george three pounds.,I'll enjoy three pounds,0.8,0.37,20.0
0011,0011_000889.txt,When such wanderers meet.,when such wonderous meet.,0.25,0.12,75.0
0011,0011_000902.txt,that sounds good.,That sounds good.,0.0,0.0,100.0
0011,0011_000916.txt,it isn't picked at all.,It isn't picked at all.,0.0,0.0,100.0
0011,0011_000719.txt,At the end of four.,At the end of four...,0.2,0.105,80.0
0011,0011_000725.txt,She is now choosing skirt to wear.,She is now choosing skirt to wear.,0.0,0.0,100.0
0011,0011_000731.txt,All smile were real and the happier the more sincere .,"All smile were real and the happier, the more sincere.",0.273,0.037,72.73
0011,0011_000730.txt,Must a name mean something?,Must a name mean something?,0.0,0.0,100.0
0011,0011_000724.txt,The football teams give a tea party.,The football teams give a tea party.,0.0,0.0,100.0
0011,0011_000718.txt,Then sadly it is much farther.,"Then, sadly, it is much farther.",0.333,0.067,66.67
0011,0011_000917.txt,You cruelty shall cost your life !,You cruelty shall cost you your laugh.,0.429,0.265,57.14
0011,0011_000903.txt,I was not grabbed.,I was not grabbed!,0.25,0.056,75.0
0011,0011_000888.txt,Now quicker the fiddle went.,Now quicker the fiddle went!,0.2,0.036,80.0
0011,0011_000863.txt,How they went to the mountains to eat nuts.,How they went to the mountains to eat nuts.,0.0,0.0,100.0
0011,0011_000877.txt,Tom fell with a cloven head.,Tom fell with a cloven head.,0.0,0.0,100.0
0011,0011_001002.txt,Five hundred and one million right?,"501 million, right?",0.833,0.6,16.67
0011,0011_001016.txt,A thief in the night.,A thief in the night?,0.2,0.048,80.0
0011,0011_001012.txt,Father has yellow eyes.,Father has yellow ass.,0.25,0.13,75.0
0011,0011_001006.txt,Please invite Tom if there is not requires.,Please invite Tom if there is not requires.,0.0,0.0,100.0
0011,0011_000873.txt,He searched through the box.,He searched through the box.,0.0,0.0,100.0
0011,0011_000867.txt,I toy with my liqueur.,I toy with my liquor.,0.2,0.091,80.0
0011,0011_000898.txt,I'd shoot myself. a pause.,I'd shoot myself a pause.,0.2,0.038,80.0
0011,0011_000907.txt,"What am I, I'm a racer, son of god.","What am I? I'm a racer, Son of God.",0.111,0.029,88.89
0011,0011_000913.txt,"Let it give us a chance, my precious.","Let it give us a chance, my precious.",0.0,0.0,100.0
0011,0011_000720.txt,At the roots of a bush of a grass.,at the roots of the bush of a grass.,0.111,0.088,88.89
0011,0011_000734.txt,A divine wrath made her blue eyes awful.,A divine wrath made her blue eyes awful.,0.0,0.0,100.0
0011,0011_000708.txt,That was his chief thought.,That was his chief thought.,0.0,0.0,100.0
0011,0011_000709.txt,On the twenty second of last march.,"On the 22nd of last March,",0.429,0.343,57.14
0011,0011_000735.txt,The name really is an agedaged man.,The name really is an aged age man.,0.286,0.057,71.43
0011,0011_000721.txt,As rich as Peter's son in law!,As rich as Peter's son-in-law.,0.429,0.1,57.14
0011,0011_000912.txt,No thank you.,"No, thank you!",0.667,0.154,33.33
0011,0011_000906.txt,Still you owe it a duty.,"Still, you owe it a duty!",0.333,0.083,66.67
0011,0011_000899.txt,Captain Tom receives an angry letter.,Captain Tom receives an angry letter.,0.0,0.0,100.0
0011,0011_000866.txt,They ate beef at the butcher shop.,They ate beef at the butcher shop.,0.0,0.0,100.0
0011,0011_000872.txt,I shall say good bye.,I shall say goodbye.,0.4,0.048,60.0
0011,0011_001007.txt,I owe them five hundred dollars.,I owe them $500.,0.5,0.625,50.0
0011,0011_001013.txt,Give me a fine fat goose.,Give me a fine fat goose.,0.0,0.0,100.0
0011,0011_001039.txt,"And be with you,Tom!","And be with you, Tav.",0.5,0.2,50.0
0011,0011_001005.txt,The fisherman and his wife see George every day.,"There are fishermen and his wife, Sea George, every day.",0.667,0.208,33.33
0011,0011_001011.txt,I am safe back again.,I'm safe back again.,0.4,0.095,60.0
0011,0011_000858.txt,it looks much better.,It looks much better.,0.0,0.0,100.0
0011,0011_000864.txt,His large mouth curled into a sneer.,His largemouth curled into a sneer.,0.286,0.028,71.43
0011,0011_000870.txt,But if you hadn't done them.,But if you hadn't done them...,0.167,0.071,83.33
0011,0011_000938.txt,Today isn't any other day.,Today isn't any other day.,0.0,0.0,100.0
0011,0011_000910.txt,It weighs seven point five kilogram.,It weighs 7.5 kilograms.,0.667,0.472,33.33
0011,0011_000904.txt,The song is really louding on a gate.,The song is really loud and on the gate.,0.375,0.162,62.5
0011,0011_000737.txt,I think it'll encourage me.,I think it'll encourage me.,0.0,0.0,100.0
0011,0011_000723.txt,I thought you meant how old are you?,I thought you meant how old are you?,0.0,0.0,100.0
0011,0011_000722.txt,And what are doves. And what are doves.,And what are doves? And what are doves?,0.25,0.051,75.0
0011,0011_000736.txt,How I hate this foul pool!,How I hate this foul pool.,0.167,0.038,83.33
0011,0011_000905.txt,Fear neither root nor sprout!,Fear neither root nor sprout.,0.2,0.034,80.0
0011,0011_000911.txt,"From each cake, there sprang a huge dog.","From each cake, there sprang a huge dog.",0.0,0.0,100.0
0011,0011_000939.txt,This is the way that snakes always talk.,This is the way that snakes always talk.,0.0,0.0,100.0
0011,0011_000871.txt,I say neither yea nor nay.,I say neither yea nor nay.,0.0,0.0,100.0
0011,0011_000865.txt,"They were going fast, with a light clip.",They were going fast with a live clip.,0.25,0.1,75.0
0011,0011_000859.txt,Such tunes are joy to a dancing fay.,Such tunes are a joy to dance in Fae.,0.5,0.222,50.0
0011,0011_001010.txt,Why it is just like the round egg which sounds thin.,Why is it just like the round egg which sounds thin?,0.273,0.058,72.73
0011,0011_001004.txt,How do you like you dirty bird!,"How do you like it, dirty bird?",0.286,0.129,71.43
0011,0011_001038.txt,Paul's teeth ached because of lemon.,Paul's teeth ache because of lemon.,0.167,0.028,83.33
0011,0011_001223.txt,He searched through the box.,He searched through the box.,0.0,0.0,100.0
0011,0011_001237.txt,An hour out of Guildford town.,An hour out of Guilfordtown?,0.333,0.1,66.67
0011,0011_001394.txt,"Lucy, a clever farmer.","Lucy, a clever farmer.",0.0,0.0,100.0
0011,0011_001380.txt,She keeps saying I'm hers.,She keeps saying I'm hers,0.2,0.038,80.0
0011,0011_001357.txt,I owe them five hundred dollars.,I owe them $500.,0.5,0.625,50.0
0011,0011_001343.txt,He is old fashioned but he is the best of men.,"He is old-fashioned, but he is the best of men.",0.182,0.043,81.82
0011,0011_001196.txt,"He said to Jack, the chatterer.","He said to Jack, the chatterer,",0.167,0.032,83.33
0011,0011_001182.txt,I thank you for this mercy!,I thank you for this mercy.,0.167,0.037,83.33
0011,0011_001155.txt,He was killed by an arrow.,He was killed by an arrow.,0.0,0.0,100.0
0011,0011_001141.txt,We expected Tom would jump for joy.,We expect a time with jump for joy.,0.571,0.229,42.86
0011,0011_001169.txt,The owl flew into a bush.,The owl flew into a bush.,0.0,0.0,100.0
0011,0011_001168.txt,Look out! said Alice.,Look out said Alice,0.5,0.095,50.0
0011,0011_001140.txt,And they did push so!,And they did push so.,0.2,0.048,80.0
0011,0011_001154.txt,Here am i whom you seek.,"Here am I, whom you seek.",0.167,0.042,83.33
0011,0011_001183.txt,I smell the breath of an English.,I smell the breath of an English.,0.0,0.0,100.0
0011,0011_001197.txt,And there you'll find a snap dragon fly.,And there you'll find a Snapdragon Fly.,0.25,0.025,75.0
0011,0011_001342.txt,She has a high voice.,She has a high voice.,0.0,0.0,100.0
0011,0011_001356.txt,Please invite Tom if there is not requires.,Please invite Tom if there is not requires.,0.0,0.0,100.0
0011,0011_001381.txt,She'll be feverish after so much thinking.,She'll be feverish after so much thinking.,0.0,0.0,100.0
0011,0011_001395.txt,A whirring noise was heard.,A wearing noise was heard.,0.2,0.111,80.0
0011,0011_001236.txt,She jump at the tail and bite it savagely.,She jump at the tail and bite it savagely,0.111,0.024,88.89
0011,0011_001222.txt,I shall say good bye.,I shall say goodbye.,0.4,0.048,60.0
0011,0011_001234.txt,"We have been fine, haven't we?","We have been fine, haven't we?",0.0,0.0,100.0
0011,0011_001220.txt,But if you hadn't done them.,But if you hadn't done them...,0.167,0.071,83.33
0011,0011_001208.txt,it looks much better.,It looks much better.,0.0,0.0,100.0
0011,0011_001383.txt,You gain for nothing girl!,You game for nothing girl.,0.4,0.115,60.0
0011,0011_001397.txt,What are you waiting for? man.,"What are you waiting for, man?",0.333,0.067,66.67
0011,0011_001340.txt,There goes the shawl again!,There goes the shawl again.,0.2,0.037,80.0
0011,0011_001354.txt,How do you like you dirty bird!,How do you like you dirty bird?,0.143,0.032,85.71
0011,0011_001368.txt,The name of the song is called haddocks.,The name of the song is called Haddix.,0.125,0.1,87.5
0011,0011_001181.txt,It must come sometimes to jam a day.,It must come sometimes to jam a day.,0.0,0.0,100.0
0011,0011_001195.txt,Reed by the living pool!,Read by the Living Pool.,0.4,0.083,60.0
0011,0011_001142.txt,Does the one that wins get the crowned?,Does the one that wins get the crown?,0.125,0.051,87.5
0011,0011_001156.txt,I guess it's a choice feast.,I guess it's a choice feast.,0.0,0.0,100.0
0011,0011_001157.txt,Tom and Michael woke up the next morning.,Tom and Michael woke up the next morning.,0.0,0.0,100.0
0011,0011_001143.txt,To buy two pork chops.,to buy two pork chops.,0.0,0.0,100.0
0011,0011_001194.txt,We all see panda on TV or in the zoo.,We all see panda on TV or in the zoo.,0.0,0.0,100.0
0011,0011_001180.txt,And would spoil my joke.,and it would spoil my joke.,0.2,0.125,80.0
0011,0011_001369.txt,How could I dig burrows with short toe nails?,How could I dig a burrow with short toenails?,0.444,0.089,55.56
0011,0011_001355.txt,The fisherman and his wife see George every day.,The fisherman and his wife see George every day.,0.0,0.0,100.0
0011,0011_001341.txt,The end of february fourteenth.,The end of February 14th.,0.2,0.258,80.0
0011,0011_001396.txt,I am going to go back home.,I'm going to go back home.,0.286,0.074,71.43
0011,0011_001382.txt,where are you going?,Where are you going?,0.0,0.0,100.0
0011,0011_001209.txt,Such tunes are joy to a dancing fay.,Such tunes are a joy to Dancing Fay.,0.25,0.111,75.0
0011,0011_001221.txt,I say neither yea nor nay.,I say neither yea nor nay.,0.0,0.0,100.0
0011,0011_001235.txt,The new born baby is stolen as we go.,The newborn baby is stolen as we go.,0.222,0.027,77.78
0011,0011_001219.txt,Sam waved his arm vaguely.,Sam waved his arms vaguely.,0.2,0.038,80.0
0011,0011_001231.txt,"First, issue a reward.","First, issue a reward.",0.0,0.0,100.0
0011,0011_001225.txt,All this have we won by our labour.,All this have we won by our labor.,0.125,0.029,87.5
0011,0011_001386.txt,Over them swooped the eagles.,Over them swooped the eagles.,0.0,0.0,100.0
0011,0011_001392.txt,Why should I purchase my own?,Why should I purchase my own?,0.0,0.0,100.0
0011,0011_001379.txt,And his heart wagged with joy like a lamb's tail.,and his heart wet with joy like a lamb's tail.,0.1,0.082,90.0
0011,0011_001345.txt,I know how to obey orders.,I know how to obey orders.,0.0,0.0,100.0
0011,0011_001351.txt,I'm sure your friends can wait!,I'm sure your friends can wait.,0.167,0.032,83.33
0011,0011_001184.txt,Rare rabbit had a little apron.,Rare rabbit had on a little apron.,0.167,0.097,83.33
0011,0011_001190.txt,Who an impetuous boy he is!,What an impetuous boy he is.,0.333,0.111,66.67
0011,0011_001147.txt,Confess that you opened the thirteenth door.,Confess that you opened the thirteenth door.,0.0,0.0,100.0
0011,0011_001153.txt,The elephant and the carpenter is the longest.,The elephant and the carpenter is the longest.,0.0,0.0,100.0
0011,0011_001152.txt,"This is Jack, the relatives of Tom.","This is Jack, the relatives of Tom.",0.0,0.0,100.0
0011,0011_001146.txt,I don't painted tiger.,I don't paint a tiger.,0.5,0.091,50.0
0011,0011_001191.txt,Can I lodge here tonight?,Can I launch you tonight?,0.4,0.36,60.0
0011,0011_001185.txt,I blinked my eyes hard.,I blinked my eyes hard.,0.0,0.0,100.0
0011,0011_001350.txt,Six was half way down the room.,Six was halfway down the room.,0.286,0.032,71.43
0011,0011_001344.txt,Now I understand.,Now I understand.,0.0,0.0,100.0
0011,0011_001378.txt,It would be a hard choice.,it would be a hard choice.,0.0,0.0,100.0
0011,0011_001393.txt,And what does it mean?,And what does it mean?,0.0,0.0,100.0
0011,0011_001387.txt,But mom I'm not certain about.,"But mom, I'm not certain about...",0.333,0.1,66.67
0011,0011_001224.txt,I pay half a crown a week extra.,I pay half a crown a week extra.,0.0,0.0,100.0
0011,0011_001230.txt,Toast from the bread fruit tree.,Toast from the breadfruit tree.,0.333,0.031,66.67
0011,0011_001218.txt,"I said you looked like an egg, sir.","I said you look like an egg, sir.",0.125,0.057,87.5
0011,0011_001226.txt,"She just smiled calmly, mother knows that is the best smile.",She just smiled calmly mother knows that the best smile,0.273,0.083,72.73
0011,0011_001232.txt,Age forty five if a day a lie.,age 4 to 5 if a day will lie.,0.5,0.4,50.0
0011,0011_001391.txt,"Enough,you a foolish chatter.","Enough. You are foolish, Chatter.",1.0,0.172,0.0
0011,0011_001385.txt,But things haven't change yet.,But things haven't changed yet.,0.2,0.033,80.0
0011,0011_001352.txt,Five hundred and one million right?,"Five hundred and one million, right?",0.167,0.029,83.33
0011,0011_001346.txt,You woke me up!,You woke me up,0.25,0.067,75.0
0011,0011_001193.txt,Pussy can sit by the fire and sing.,Pussy can sit by the fire and sing.,0.0,0.0,100.0
0011,0011_001187.txt,Let the glass globe be.,Let the glass globe be.,0.0,0.0,100.0
0011,0011_001178.txt,Put that rude grasshopper in jail!,Put that rude grasshopper in jail.,0.167,0.029,83.33
0011,0011_001150.txt,"Well anyhow it didn't rain, he said.","Well, anyhow, it didn't rain,"" he said.",0.429,0.083,57.14
0011,0011_001144.txt,They found a cow grazing in a field.,They found a cow grazing in the field.,0.125,0.083,87.5
0011,0011_001145.txt,Aha what have i we here?,Uh-huh. What about we here?,0.5,0.458,50.0
0011,0011_001151.txt,"It's me piglit, help help!",It's me Piglet help help,0.4,0.115,60.0
0011,0011_001179.txt,A large flat ferry boat was moored beside it.,"A large, flat ferryboat was moored beside it.",0.333,0.044,66.67
0011,0011_001186.txt,She has eaten the tapioca all of it.,She has eaten the tapioca. All of it.,0.125,0.028,87.5
0011,0011_001192.txt,Wake now my merry tads!,"Wake now, my meritads.",0.6,0.217,40.0
0011,0011_001347.txt,How Tom and Jerry went to visit mister Sam.,How Tom and Jerry went to visit Mr. Sam.,0.111,0.116,88.89
0011,0011_001353.txt,I am loath to see him go.,I am loath to see him go.,0.0,0.0,100.0
0011,0011_001384.txt,"Another one, ten thousand dollars.",Another one? Ten thousand dollars?,0.4,0.059,60.0
0011,0011_001390.txt,So Tom saw lastnight as it were broad daylight.,So Tom saw it last night as it were broad daylight.,0.333,0.085,66.67
0011,0011_001233.txt,Fresh pain seized Paul's body.,Fresh pain sees Paul's body.,0.2,0.1,80.0
0011,0011_001227.txt,Tom fell with a cloven head.,Tom Phil with a cloven head.,0.167,0.107,83.33
0011,0011_001081.txt,All smile were real and the happier the more sincere .,"All smile were real and the happier, the more sincere.",0.273,0.037,72.73
0011,0011_001095.txt,The nastiest things they saw were the cobwebs.,The nastiest things they saw were the cobwebs.,0.0,0.0,100.0
0011,0011_001056.txt,Andy what's the guy to gimble.,"Andy, what's the guy to the gimbal?",0.5,0.267,50.0
0011,0011_001283.txt,Why should i care though David's lips were twitching?,Why should I care though David's lips were twitching?,0.0,0.0,100.0
